segment,톤,레가토,해석,프레이징,멜로디,음악적 표현력,음악의 구조,보이싱,음의 길이와 관련된 아티큘레이션,리듬,음정의 정확성,셈여림,페달링
0,6,4,6,8,4,4,8,4,8,4,2,6,6
1,6,6,4,6,6,4,8,6,4,4,2,6,8
2,2,2,2,2,2,2,6,4,2,2,0,4,4
3,8,6,6,8,8,8,6,8,8,4,2,8,8
4,4,4,8,6,6,8,8,6,8,4,2,8,10
5,2,4,4,6,4,4,6,4,2,2,0,4,8
6,0,0,0,0,0,2,2,2,2,2,0,2,8
7,2,0,0,0,0,0,0,0,0,0,0,0,6
8,8,6,6,6,6,6,6,4,4,4,2,6,6
9,2,2,2,4,4,4,2,2,2,2,4,2,6
10,0,0,0,0,0,0,0,4,4,2,0,2,8
