segment,톤,레가토,해석,프레이징,멜로디,음악적 표현력,음악의 구조,보이싱,음의 길이와 관련된 아티큘레이션,리듬,음정의 정확성,셈여림,페달링
0,0,2,2,2,2,2,2,2,2,10,10,0,8
1,0,0,0,0,0,0,0,0,0,10,10,0,6
2,0,0,0,0,0,0,0,0,0,10,10,0,6
3,0,0,0,0,0,0,0,0,0,10,6,0,6
4,0,0,0,0,0,0,0,0,0,10,4,0,8
5,0,0,0,0,0,0,0,0,0,10,8,0,8
6,0,0,0,0,0,0,0,0,0,10,10,0,8
